Tweet,Lemmatized_Tokens,Polarity,Polarity_Intensity
"Δηλώνει πρόσφυγας ο Γ. Παπανδρέου: «Ξέρω τι σημαίνει, όσοι διακινδυνεύουν τη ζωή τους να τους σεβόμαστε»…","['δηλώνω', 'πρόσφυγας', 'παπανδρέος', 'ξέρω', 'σημαίνω', 'διακινδυνεύω', 'ζωή', 'σεβόμαστε', '…']",0,0
ΜΙΧΑΛΟΣ: Κάνουν λάθος όσοι θεωρούν το μεταναστευτικό ευκαιρία για τις ελληνικές επιχειρήσεις (βίντεο)…,"['μιχαλο', 'κάνω', 'λάθος', 'θεωρώ', 'μεταναστευτικό', 'ευκαιρία', 'τις', 'ελληνικός', 'επιχειρήσει', 'βίντεο', '…']",0,0
ασε τις απειλες ρε βλακα φασιστα και απαντησε αν μπορεις στο παρακατω:,"['ασε', 'απειλες', 'βλακας', 'φασισα', 'απαντησε', 'μπορει', 'παρακατω']",0,0
"Ν.Δ.: Σύριζα με γραβάτες. Μας πετάνε οι γελοίοι Βίτσας και Γιαννούλης μια σάπια πανσέτα, συμφωνεί η Ντόρα και ο Πέτ…","['σύριζος', 'γραβάτα', 'πετάνε', 'γελοίοι', 'βίτσας', 'Γιαννούλης', 'σάπιος', 'πανσέα', 'συμφωνώ', 'ντόρας', 'πέτ', '…']",0,0
Ο Δημητρης δε θεωρει το μεταναστευτικο το μεγαλυτερο προβλημα της χωρας.,"['δημητρης', 'θεωρω', 'μεταναστευτικο', 'μεγαλυτερος', 'προβλημας', 'χωρα']",0,0
Ο Δημητρης τα εβλεπε ολα τελεια στον…,"['δημητρης', 'εβλεπε', 'ολας', 'τελεια', 'στον', '…']",0,0
Στην Ελλάδα όποιος εκφράζεται χωρίς να ακολουθεί τους δήθεν δρόμους πέφτουμε να τον φάμε... Αυτοί είμαστε. #μεταναστευτικο,"['Ελλάδα', 'εκφράζομαι', 'ακολουθώ', 'δήθεν', 'δρόμου', 'πέφτω', 'τον', 'φάμε', 'είμαστε', 'μεταναστευτικο']",0,0
"@kostasbarkas @Dora_Bakoyannis Μόνο αν πεθάνει πρόσφυγας από το κρύο στην βάρδια σου είσαι άνθρωπος, όλοι το ξέρουν αυτό.","['μόνο', 'πεθάνω', 'πρόσφυγας', 'κρύο', 'βάρδι', 'είσαι', 'άνθρωπος', 'ξέρω']",-1,-1
"Με τούτα και μ εκείνα πάντως,","['τούτα', 'πάντως']",0,0
"τα δύο μεγαλύτερα κόμματα της Ελλάδος,","['δύο', 'μεγαλύτερος', 'κόμματας', 'Ελλάδος']",0,0
γνωρίζουν ότι η πλειοψηφία των Ελλήνων,"['γνωρίζω', 'πλειοψηφία', 'Ελλήνων']",0,0
"@ai_katerina Εάν είχες διαβάσεις τα μυστικά του βάλτου της Πηνελόπης Δέλτα, σίγουρα θα σκεφτόσουν  πριν μιλήσεις έτ…","['εάν', 'διαβάσει', 'μυστικά', 'βάλτο', 'Πηνελόπης', 'δέλτα', 'σίγουρο', 'σκεφτόσω', 'μιλήσει', 'έτ', '…']",0,0
Εντάξει...κρίμα που δεν εκλεχθηκε με τον Γερουλανο να τα ζουσαμε αυτά....,"['εντάξεικρίμο', 'δεν', 'εκλεχθηκε', 'τον', 'Γερουλανο', 'ζουσαμε']",0,0
Εδω και ο Θεος σηκώνει τα χέρια ψηλά.Αγν…,"['εδω', 'Θεος', 'σηκώνω', 'χέρι', 'ψηλάαγν', '…']",0,0
"@politis_cain @viglagk @ai_katerina Ακριβως.Εμεις γνωριζουμε ποιος ειναι προσφυγας,ποιος μεταναστης ,ποιος ψευτοπρο…","['ακριβωςεμει', 'γνωριζω', 'ποιος', 'ειναι', 'προσφυγαςποιος', 'μεταναστης', 'ποιος', 'ψευτοπρο', '…']",0,0
To Προσφυγικό στα χέρια μιας Τσιμτσιλή και ενός Αρνιακού | Αλέκος Παπαναστασίου,"['προσφυγικό', 'χέρι', 'τσιμτσιλή', 'ενός', 'αρνιακός', 'αλέκο', 'παπαναστασίο']",0,0
#μεταναστευτικο #protagongr,['μεταναστευτικο'],0,0
Έλα καημενε. Το να τους παίρνεις κινητά κ λεφτά με το που σκάνε μύτη απαιτούσε μόνο υπουργική απόφαση (θα σας τα δώ…,"['έλο', 'καημενε', 'παίρνει', 'κινητά', 'λεφτά', 'σκάνε', 'μύτη', 'απαιτώ', 'υπουργικός', 'απόφαση', 'σας', 'δώ', '…']",0,0
Ο πρόσφυγας δεν έχει να χάσει τίποτα γιατί τα έχει χάσει όλα και έχει ζήσει δράματα χειρότερα και από τους χειρότερ…,"['πρόσφυγας', 'χάσω', 'γιατί', 'έχω', 'χάσω', 'έχω', 'ζήσω', 'δράματας', 'χειρότερα', 'και', 'από', 'χειρότερ', '…']",0,0
@i_sannoi @mdenaxa @papadopoulouel6 Εσένα ποιός μετανάστης ή πρόσφυγας σε πέταξε από το σπίτι σου? Βρε ανθρωποφάγοι…,"['papadopoulouel', 'ποιός', 'μετανάστης', 'πρόσφυγας', 'πέταξε', 'σπίτι', 'βρε', 'ανθρωποφάγος', '…']",0,0
@TheCallerGr Τι πρόσφυγας υπήρξες εσύ ο πατέρα σου και ο παππού σου φάγατε τα δημόσια ταμεία φάγατε λεφτά και αντί…,"['πρόσφυγας', 'υπήρξες', 'πατέρας', 'παππού', 'φάγατε', 'δημόσιος', 'ταμείο', 'φάγατε', 'λεφτά', 'και', 'αντί', '…']",0,0
Αν ήμουν μετανάστρια πάντως δεν θα ερχόμουν στην Ελλάδα.χιλιες φορές να θαλασσοπνιγομαι πάρα να ελληνοπνιγομαι,"['είμαι', 'μετανάστρια', 'δεν', 'ερχάμαι', 'ελλάδαχιλιες', 'φορά', 'θαλασσοπνιγομαι', 'ελληνοπνιγομαι']",0,0
1.178 χαμένα ανήλικα ασυνόδευτα παιδιά,"['χαμένα', 'ανήλικας', 'ασυνόδευτα', 'παιδί', 'thousand', 'one', 'and']",0,0
"""Η μετανάστρια δεν έχει πρόβλημα με την κοιλιά τούρλα (εγκυος) θα μπει στη β…","['μετανάστρια', 'έχω', 'πρόβλημα', 'την', 'κοιλιά', 'τούρλα', 'εγκυο', 'μπω']",-1,-1
"Η Ελλάδα θυσιάστηκε με τα μνημόνια για να σωθούν οι ευρωπαϊκές τράπεζες. Τώρα της ξαναζητούν να θυσιαστεί, να γίνει…","['Ελλάδα', 'θυσιάστηκε', 'μνημόνιο', 'σωθώ', 'ευρωπαϊκός', 'τράπεζα', 'της', 'ξαναζητούν', 'θυσιαστώ', 'γίνω', '…']",0,0
"Προσπαθεί να περάσει μια γραμμή η ΝΔ, ότι ""τι θέλετε, δεν μπορεί να γίνει τπτ άλλο παρά να έρθουν όσοι θέλουν εδώ"".…","['προσπαθώ', 'περάσω', 'γραμμή', 'τι', 'θέλω', 'μπορώ', 'γίνω', 'τπτ', 'παρά', 'έρθω', 'θέλω', 'εδώ', '…']",1,3
viQJUFPAT,[],-1,-1
Η απάντηση στον @kmitsotakis είναι ότι αφού είναι τόσο ανίκανος να διαγνώσει και να αποτρέψει γενικευμένη ανυπακοή…,"['απάντηση', 'αφού', 'είναι', 'τόσο', 'ανίκανος', 'διαγνώσω', 'αποτρέψω', 'γενικευμένη', 'ανυπακοός', '…']",-1,-1
είναι ότι αφού είναι τόσο ανίκανος να διαγνώσει και να αποτρέψει γενικευμένη ανυπακο…,"['ότι', 'είναι', 'ανίκανος', 'διαγνώσω', 'αποτρέψω', 'γενικευμένη', 'ανυπακος', '…']",-1,-1
Με άλλο μάτι βλέπουν πλέον οι Έλληνες τους Βόρεια της Μακεδονίας γείτονές μας.,"['άλλο', 'μάτι', 'βλέπω', 'έλληνες', 'βόρειος', 'Μακεδονίας', 'γείτονά']",0,0
Άντε να κόψουμε και το μοσχαρίσιο γιατί ενοχλούνται οι Ινδοί....,"['άντε', 'κόψω', 'μοσχαρίσιο', 'ενοχλούνται', 'ινδοί']",0,0
"Θα το πιστεύατε ότι κάποιος είναι τόσο βλάκας, ώστε να προσπαθεί να στηρίξει την άποψη του δίνοντας αδιάσειστα στοι…","['πιστεύατε', 'κάποιος', 'τόσο', 'βλάκας', 'προσπαθώ', 'στηρίξω', 'άποψη', 'δίνω', 'αδιάσειστος', 'στος', '…']",1,1
"Εντάξει, μια χούφτα μαλακισμένα είναι, οι υπόλοιποι που συναινούν απ'τον καναπέ τους είναι οι χειρότεροι #γιαννιτσα…","['εντάξω', 'χούφτα', 'μαλακισμένος', 'υπόλοιποι', 'συναινώ', 'απτον', 'καναπέ', 'είναι', 'κακός', 'γιαννιτσας', '…']",-1,-1
Ο Παπανδρέου δήλωσε πρόσφυγας σε πάνελ στη Λισαβόνα,"['παπανδρέος', 'δήλωσε', 'πρόσφυγας', 'πάνελ', 'Λισαβόνα']",0,0
"3,5 ώρες στα έδρανα έδινε εξηγήσεις ο άλλος χθες κ για την #Novartis δεν έχουν περάσει ούτε έξω από τα δικαστήρια τ…","['ώρες', 'έδρανο', 'έδινε', 'εξηγήσει', 'άλλος', 'χθες', 'την', 'έχω', 'περάσω', 'έξω', 'δικαστήριο']",0,0
Εγώ λέω να κόψουμε και το μοσχαρίσιο κρέας ....,"['λέω', 'κόψω', 'μοσχαρίσιος', 'κρέας']",0,0
για να μην ενοχλούνται και οι Ινδοί Λάθρο....,"['ενοχλούνται', 'ινδοί', 'λάθρο']",0,0
Και εσύ φούσκα είσαι αλλά όχι ιριδίζουσα. Κατάμαυρη σαν αποκαίδια.,"['εσύ', 'φούσκος', 'αλλά', 'ιριδίζουσος', 'Κατάμαυρη', 'αποκαίδιας']",0,0
"Στο μεταναστευτικό βλέπω με δέος φοβικούς, φασίζοντες, ορθολογιστές, ανθρωπιστές, να βαυκαλίζονται με την ουτοπία τ…","['μεταναστευτικό', 'βλέπω', 'δέος', 'φοβικούς', 'φασίζοντες', 'ορθολογιστός', 'ανθρωπιστής', 'βαυκαλίζομαι', 'την', 'ουτοπία']",1,1
@PrimeministerGR Έτσι οπως πάτε θα τρίζουν τα Κόκκαλα των αγωνιστών του 1821 θυσίασαν ην ζωή τους για να ελευθερωθο…,"['οπως', 'πηγαίνω', 'τρίζω', 'κόκκαλος', 'αγωνιστής', 'θυσίασαν', 'ζωή', 'για', 'ελευθερωθος', '…', 'thousand', 'eight', 'and']",0,0
Εθνικό θέμα το Προσφυγικό – Μεταναστευτικό -,"['εθνικό', 'θέμα', 'προσφυγικό', 'μεταναστευτικό']",-1,-1
Πριν 30 χρόνια ο μακαρίτης ο ΓΣ εδίαν μας με την βίτσα ώσπου να πούμε μανά τζαι επέτασσε μας (κυριολεκτικά) πάστους…,"['χρόνια', 'μακαρίτης', 'εδίαν', 'βίτσα', 'πούμε', 'μανά', 'τζαι', 'επέτασσε', 'κυριολεκτικά', 'πάστους', '…', 'τριάνα']",0,0
Το επικοινωνιακό blitzkrieg μέσω επίκλησης στο συναίσθημα ή μέσω χαρακτηρισμών σε όσους εχουν αντιθετη άποψη για το…,"['επικοινωνιακό', 'επίκληση', 'συναίσθημα', 'χαρακτηρισμός', 'όσους', 'εχω', 'αντιθετη', 'άποψη', 'το', '…']",0,0
#μεταναστευτικο #ΝΔnoborders Ο στρατηγός Φραγκος.,"['μεταναστευτικο', 'νδnoborders', 'στρατηγός', 'φραγκο']",0,0
"Δηλώνει πρόσφυγας ο Γ. Παπανδρέου: «Ξέρω τι σημαίνει, όσοι διακινδυνεύουν τη ζωή τους να τους σεβόμαστε…","['δηλώνω', 'πρόσφυγας', 'παπανδρέος', 'ξέρω', 'σημαίνω', 'διακινδυνεύω', 'ζωή', 'σεβόμαστε', '…']",0,0
Επειδή το μεταναστευτικό είναι πολυπλοκο ζήτημα και δε λύνεται με καμία από τις ουτοπικές μαγικές μεθόδους που κάπο…,"['μεταναστευτικό', 'πολυπλοκος', 'ζήτημα', 'λύνομαι', 'καμία', 'τις', 'ουτοπικός', 'μαγικός', 'μεθόδου', 'κάπο', '…']",0,0
Αγρίνιο: Κινητοποίηση των κατοίκων του Καστρακίου για το μεταναστευτικό - dete -,"['Αγρίνιο', 'κινητοποίηση', 'κατοίκο', 'καστρακίο', 'μεταναστευτικό']",0,0
EURO SPRING - ΕΥΡΩ ανοιξη το μεταναστευτικο,"['ευρω', 'ανοιξη', 'μεταναστευτικο']",0,0
ΜΗΝ ΧΑΣΕΤΕ ΤΟΝ ΑΠΟΚΑΛΥΠΤΙΚΟ ΣΤΥΛΟ ΟΡΘΟΔΟΞΙΑΣ ΠΟΥ ΚΥΚΛΟΦΟΡΕΙ ΤΟ ΣΑΒΒΑΤΟ 9 ΝΟΕΜΒΡΙΟΥ #Γιαννιτσα #Greek…,"['χασετε', 'αποκαλυπτικος', 'στυλο', 'ορθοδοξια', 'κυκλοφορει', 'σαββατο', 'νοεμβριο', 'γιαννιτσας', 'ελληνικά']",0,0
"Επι ΝΔ το μεταναστευτικό το λύνουν ο Αρνιακος και η Τσιμτσιλή, πάρτε το χαμπάρι.","['επι', 'μεταναστευτικό', 'λύνω', 'αρνιακο', 'τσιμτσιλή', 'πάρτε', 'χαμπάρι']",0,0
Σύσκεψη στο Αρχηγείο του Λιμενικού Σώματος για το μεταναστευτικό,"['σύσκεψη', 'αρχηγείο', 'λιμενικός', 'σώμα', 'μεταναστευτικό']",0,0
IKAas9Lx5,['five'],0,0
"@100_axiologisi Πιστεύω πως έχουν φάει τα χρήματα που είχαν δοθεί για το μεταναστευτικο στην Ελλάδα, και τώρα δεν μ…","['πιστεύω', 'έχω', 'τρώω', 'χρήματα', 'έχω', 'δοθώ', 'μεταναστευτικο', 'Ελλάδα', 'τώρα', 'hundred']",0,0
GQNsNOxbM,[],-1,-1
#μεταναστευτικο #ΝΔnoborders Ομιλία του στρατηγού Φράγκου για την ισλαμοποιηση της Ελλάδας στο κατάμεστο Βελλιδειο…,"['μεταναστευτικο', 'νδnoborders', 'ομιλία', 'στρατηγός', 'φράγκου', 'την', 'ισλαμοποιηση', 'Ελλάδας', 'κατάμεστος', 'βελλιδειο', '…']",0,0
Ντροπή που κομματικά πουστάκια σαν κι εσένα αναπνέουν. #Γιαννιτσα #μεταναστευτικό,"['ντροπή', 'κομματικά', 'πουστάκιο', 'αναπνέω', 'γιαννιτσος', 'μεταναστευτικό']",-1,-1
Όταν πας σε δημοσία περιουσία και κανείς κουμάντο με το έτσι θέλω σε μια Ευρωπαϊκή χώρα θα σε είχαν απολύσει με τις…,"['πας', 'δημοσίας', 'περιουσίο', 'κανείς', 'κουμάντο', 'θέλω', 'μια', 'ευρωπαϊκός', 'χώρα', 'απολύσω', 'τις', '…']",1,1
"Τουλάχιστον ισόβια, κανονικά θανατική ποινή για τη σαβούρα που δολοφόνησε πάνω από εκατό ανθρώπους στο μ…","['ισόβια', 'κανονικά', 'θανατικός', 'ποινός', 'σαβούρα', 'δολοφόνησε', 'από', 'εκατό', 'ανθρώπου']",0,0
Μιλούν για ενσωμάτωση μεταναστών σε χώρα που στέλνει μετανάστες στο εξωτερικο!!!,"['μιλώ', 'ενσωμάτωση', 'μεταναστός', 'χώρα', 'στέλνω', 'μετανάστες', 'εξωτερικο']",0,0
"Είναι του γιατρού οι άνθρωποι, δε…","['του', 'γιατρός', 'άνθρωποι', 'δε', '…']",0,0
Όταν βουλευτής του Ελληνικού Κοινοβουλίου το 2013 προειδοποιούσε για το μεταναστευτικό και την αποδόμηση των Ε.Δ.,"['βουλευτής', 'ελληνικός', 'κοινοβουλίο', 'προειδοποιώ', 'μεταναστευτικό', 'την', 'αποδόμηση', 'thousand', 'thirteen']",0,0
"Η κατάκτηση των Σερρων, όπου και η Πρώτη του καραμανλισμού πατρίδα, από Ισλαμοκανιβάλους στη δούλεψη της ""Μακεδονίας"" των Σκοπίων αποτελεί πρέπουσα απάντηση στην ατολμία του μικρού Κωστάκη ν αντιμετωπίσει του Σημίτη την προδοΣΙΑ... Ολα εδώ πληρώνονται φυσικα.. Εμείς τι φταιξαμε ?","['κατάκτηση', 'σερρα', 'και', 'πρώτη', 'καραμανλισμός', 'πατρίδας', 'ισλαμοκανιβάλους', 'δούλεψη', 'Μακεδονίας', 'Σκοπίων', 'αποτελώ', 'πρέπουσος', 'απάντηση', 'ατολμία', 'μικρός', 'κωστάκη', 'αντιμετωπίσω', 'Σημίτη', 'προδοσι', 'ολα', 'πληρώνομαι', 'φυσικας', 'φταιξαμε']",0,0
"To μεταναστευτικό είναι το νέο Μνημόνιο, έχει να πνίξει μπόλικες κυβερνήσεις","['μεταναστευτικό', 'νέος', 'Μνημόνιο', 'πνίξω', 'μπόλικα', 'κυβερνήσει']",0,0
"Δηλώσεις Υπουργού Εσωτερικών @Petrides_C για το #μεταναστευτικό, μετά το πέρας του Υπουργικού Συμβουλίου.","['δηλώσει', 'υπουργός', 'εσωτερικός', 'για', 'μεταναστευτικό', 'πέρας', 'υπουργικός', 'συμβουλίο']",0,0
Με ποιο επιχειρησιακό σχέδιο η κυβέρνηση θα δώσει τη μάχη για το μεταναστευτικό,"['ποιο', 'επιχειρησιακό', 'σχέδιο', 'κυβέρνηση', 'δώσω', 'μάχη', 'μεταναστευτικό']",0,0
Προσφυγικό : Απόρριψη ασύλου χωρίς παροχή διερμηνείας,"['προσφυγικό', 'απόρριψη', 'ασύλο', 'παροχή', 'διερμηνεία']",-1,-1
Μία υπάλληλος του Τζωρτζ Σόρος “εθνική συντονίστρια” για τα προσφυγόπουλα,"['υπάλληλος', 'Τζωρτζ', 'Σόρος', '""', 'εθνικός', 'συντονίστρια', '""', 'προσφυγόπουλα']",0,0
"Είδα στις ειδήσεις τους ανθρώπους της ΕΜΑΚ που έδωσαν σε έναν ηλικιωμένο κυριο το ρολοι του νεκρού γιου του. Ζητουν συγγνώμη που δεν μπόρεσαν να κάνουν κάτι καλυτερο και ο άνθρωπος τους ευχαριστεί συγκινημένος. Σε τέτοιες περιπτώσεις δεν υπάρχουν συνορα,δεν υπάρχουν διακρίσεις.🔽","['είδος', 'ειδήσει', 'ανθρώπους', 'εμακ', 'έδωσαν', 'έναν', 'ηλικιωμένος', 'κυριο', 'ρολος', 'νεκρός', 'γιο', 'ζητω', 'συγγνώμη', 'μπόρεσαν', 'κάνω', 'καλυτερος', 'άνθρωπος', 'ευχαριστώ', 'συγκινημένο', 'τέτοιες', 'περιπτώσει', 'δεν', 'υπάρχω', 'συνοραδεν', 'υπάρχω', 'διακρίσειςdownwards', 'κουμπί']",0,0
"Σήμερα είμαστε όλοι Αλβανοί, γιατί σύνορα στον πόνο δεν υπάρχουν","['σήμερα', 'όλος', 'Αλβανοί', 'σύνορο', 'πόνο', 'υπάρχω']",0,0
Η Αλβανία χρειάζεται την αλληλεγγύη μας...,"['Αλβανία', 'χρειάζομαι', 'αλληλεγγύη']",1,1
Γιατροί Χωρίς Σύνορα: Όχι άλλοι θάνατοι στη Μόρια,"['γιατρός', 'σύνορο', 'άλλοι', 'θάνατος', 'μόριο']",-1,-1
via @msfgreece,[],-1,-1
"@PrimeministerGR ΚΥΡΙΕ ΜΗΤΣΟΤΑΚΗ ΕΑΝ ΕΧΕΤΕ ΥΠΟΨΗΝ ΣΑΣ ΟΤΙ ΘΑ ΓΙΝΕΙ Η ΕΛΛΑΔΑ ΙΣΛΑΜ ΕΠΕΙΔΗ ΕΣΕΙΣ ΕΤΣΗ ΘΕΛΕΤΕ ΕΙΣΑΣΤΕ ΠΟΛΥ ΓΕΛΑΣΜΕΝΟΣ ΚΛΕΙΣΤΕ ΤΑ ΣΥΝΟΡΑ ΝΑ ΑΡΧΙΣΟΥΝ ΑΠΕΛΑΣΕΙΣ ΑΠΟ 88 ΧΩΡΕΣ ΕΡΧΟΝΤΑΙ ΕΙΝΑΙ ΠΡΟΣΦΥΓΕΣ .,΄΄ΝΑ ΞΕΡΕΙΣ ΚΥΡΙΕ ΜΗΤΣΟΤΑΚΗ  ΟΕΛΛΗΝΙΚΟΣ ΛΑΟΣ ΔΕΝ ΘΑ ΑΝΕΧΤΕΙ ΝΑ ΓΙΝΕΙ Η ΕΛΛΑΔΑ ΙΣΛΑΜ .","['κυριε', 'μητσοτακη', 'εαν', 'εχετε', 'υποψην', 'οτι', 'γινει', 'ελλαδας', 'ισλαμ', 'ΕΠΕΙΔΗ', 'εσω', 'ετση', 'θελετε', 'εισαστε', 'πολυ', 'γελασμενο', 'κλειστε', 'συνορος', 'αρχισουν', 'απελασεις', 'απο', 'χωρες', 'ερχονται', 'ειναι', 'προσφυγε', '΄΄να', 'ξερω', 'κυριε', 'μητσοτακη', 'οελληνικος', 'λαο', 'ανεχτει', 'γινει', 'ελλαδας', 'ισλαμ']",0,0
Πανώλη των χοίρων: Καθορίζονται ζώνες προστασίας στα σύνορα με τη Βουλγαρία,"['πανώλη', 'χοίρα', 'καθορίζομαι', 'ζώνα', 'προστασία', 'σύνορο', 'Βουλγαρία']",0,0
"@KalenteridisSav Το ίδιο να γίνει και στα σύνορα, καθώς επίσης και στα νησιά.","['ίδιος', 'γίνω', 'στα', 'σύνορο', 'επίσης', 'στα', 'νησί']",0,0
Αν περιμένουμε από το σύστημα... δεν πρόκειται να δοθεί λύση.,"['περιμένω', 'σύστημα', 'πρόκειται', 'δοθώ', 'λύση']",0,0
"@panxris1 Γιατί Χρήστο δεν μπορούν να σφραγίσουν τα σύνορα?μια χαρά σφραγίζονται,ρώτα όποιον ναύαρχο θες πως γίνεται ή αρχηγό λιμενικού με κοχόνες","['χρήστο', 'μπορώ', 'σφραγίσω', 'σύνοραμιος', 'χαρά', 'σφραγίζονταιρώτος', 'ναύαρχο', 'θες', 'γίνομαι', 'αρχηγό', 'λιμενικός', 'κοχόνε']",1,1
"Πολιτική βούληση λοιπόν δεν υπάρχει,το γιατί,το φανταζόμαστε","['πολιτικός', 'βούληση', 'δεν', 'υπάρχειτο', 'γιατίτος', 'φανταζόμαστε']",0,0
"@Sr4Max @tzavelaniki δεν έχει και πολύ νόημα να τους σταματήσεις εκεί, όταν περάσουν τα σύνορα τέλειωσε πάνε για αίτηση ασύλου","['δεν', 'και', 'νόημα', 'τους', 'σταματήσει', 'όταν', 'περάσω', 'σύνορο', 'τέλειωσε', 'πάνε', 'αίτηση', 'ασύλο']",1,1
Ο πόνος δεν έχει σύνορα...🙏🏻,"['πόνος', 'έχω', 'σύνοραfolded', 'tone']",-1,-1
#prayforalbania #earthquake #albania #pray,['pray'],0,0
MEOzP9LIU,[],-1,-1
Οι Εβραίοι μια χούφτα λαος &amp; κυβερνανε το πλανήτη κι ουτε 'κουνουπι' δε περνα τα συνορα.. γ@μανε γιατι εχουν αλληλεγγύη μεταξύ τους κι έχεις τον τουρκοσπορο δω να κοιτα το γειτονα ναχη ενα μονο πιάτο ρυζι οπως επιτρέπει ο κουλης &amp; δείχνει αλληλεγγύη σε ολο..το Ισλαμ!,"['Εβραίοι', 'χούφτα', 'λαο', 'κυβερνανε', 'πλανήτη', 'ουτε', 'κουνουπι', 'περνας', 'συνορο', 'γμανε', 'γιατι', 'εχω', 'αλληλεγγύη', 'τους', 'τον', 'τουρκοσπορος', 'κοιτος', 'γειτονο', 'ναχη', 'ενα', 'μονος', 'πιάτος', 'ρυζι', 'οπως', 'επιτρέπω', 'κουλη', 'δείχνω', 'αλληλεγγύη', 'ολοτο', 'ισλαμ']",1,2
Δεν υπάρχουν συνορα χάθηκαν τόσοι άνθρωποι ο πόνος είναι μεγάλος #Albania #PrayForAlbania 💔😭,"['υπάρχω', 'συνορος', 'χάθηκαν', 'άνθρωποι', 'πόνος', 'μεγάλος', 'heart']",0,0
"@DerZavalos Εξαρτάται απο τα ρήγματα. Η δυτική Ν.Βαλκανική έχει δώσει ιστορικά πολύ μεγάλους σεισμούς, τσουνάμι κλπ σε εποχές που δεν υπήρχαν σύνορα ελλάδας-αλβανίας. Τώρα βέβαια δεν ξέρω γιατί πρέπει τα ρήγματα να αλληλοεπηρεάζονται για να δείξουμε αλληλεγγύη, καμμία σχέση το 1 με το άλλο.","['εξαρτάται', 'απο', 'ρήγματας', 'δυτικός', 'νβαλκανικός', 'δώσω', 'ιστορικά', 'μεγάλους', 'σεισμούς', 'τσουνάμι', 'εποχή', 'υπήρχαν', 'σύνορο', 'ελλάδαςαλβανία', 'βέβαια', 'δεν', 'ξέρω', 'πρέπει', 'ρήγματας', 'αλληλοεπηρεάζομαι', 'δείζω', 'αλληλεγγύη', 'καμμίο', 'σχέση', 'άλλο']",1,2
"Μαθαίνω ότι στην συμφωνία μεταξύ Ε.Ε. και Ερντογάν υπάρχει η εξής συνθήκη ότι «όσο οι μετανάστες παραμένουν στα σύνορα θα μπορούν να προωθηθούν, εάν μετακινηθούν στην ενδοχώρα θα εγκαθίστανται εκεί μόνιμα.»","['μαθαίνω', 'συμφωνία', 'Ερντογάν', 'υπάρχω', 'εξής', 'συνθήκη', 'όσο', 'μετανάστε', 'παραμένω', 'σύνορο', 'μπορώ', 'προωθηθώ', 'μετακινηθώ', 'στην', 'ενδοχώρα', 'εγκαθίστανται', 'μόνιμας']",1,1
Κάτι ήξερε ο Τσίπρας που τους κράταγε στα σύνορα.,"['ξέρω', 'τσίπρα', 'τους', 'κράταγε', 'σύνορο']",0,0
“Γιατροί Χωρίς Σύνορα” προς ΕΕ: Κάνετε πως δεν βλέπετε “Μόριες” στα ελληνικά νησιά,"['""', 'γιατρός', 'σύνορο', '""', 'κάνω', 'δεν', 'βλέπω', '""', 'Μόριες', '""', 'ελληνικά', 'νησί']",0,0
Γιατροί Χωρίς Σύνορα: Σταματήστε να τιμωρείτε τους αιτούντες άσυλο στα ελληνικά νησιά,"['γιατρός', 'σύνορο', 'σταματήστε', 'τιμωρείτε', 'αιτούντες', 'άσυλο', 'ελληνικά', 'νησί']",0,0
Η λίστα των 26 «επενδυτών» που ανακαλείται η πολιτογράφηση,"['λίστος', 'επενδυτής', 'ανακαλείται', 'πολιτογράφηση']",0,0
via @politis_news,[],-1,-1
"Το δημόσιο κ. Γεν. Εισαγγελέα, πιθανότατα θα κληθεί να αποζημιώσει τους συμπατριώτες μας","['δημόσιος', 'γεν', 'εισαγγελέας', 'πιθανότατας', 'κληθώ', 'αποζημιώσω', 'συμπατριώτε']",0,0
Σε μία τέτοια περίπτωση δεν προκύπτουν ευθύνες που επιβάλλεται να αποδοθούν?,"['μία', 'περίπτωση', 'προκύπτω', 'ευθύνε', 'επιβάλλομαι', 'αποδοθώ']",0,0
μέσω του χρήστη @politis_news,"['του', 'χρήστη']",0,0
«Αυτό που πρέπει να πράξει άμεσα η Κυβέρνηση και το κυβερνών κόμμα είναι να εξηγήσει ακριβώς τους λόγους που δόθηκε η υπηκοότητα στον Avni και να διευκρινιστεί το «δημόσιο συμφέρον» που εξυπηρετήθηκε από την πολιτογράφηση του.,"['πράξω', 'κυβέρνηση', 'κυβερνός', 'κόμμα', 'εξηγήσω', 'τους', 'λόγου', 'δόθηκε', 'υπηκοότητα', 'και', 'διευκρινιστώ', 'δημόσιος', 'συμφέρον', 'που', 'εξυπηρετήθηκε', 'την', 'πολιτογράφηση']",0,0
