sentiment,Content
anger,['kern']
anticipation,['kern']
disgust,['kern']
fear,['kern']
joy,['kern']
sadness,['kern']
surprise,['kern']
trust,['kern']
anger,['kernel']
anticipation,['kernel']
disgust,['kernel']
fear,['kernel']
joy,['kernel']
sadness,['kernel']
surprise,['kernel']
trust,['kernel']
anger,['kerosene']
anticipation,['kerosene']
disgust,['kerosene']
fear,['kerosene']
joy,['kerosene']
sadness,['kerosene']
surprise,['kerosene']
trust,['kerosene']
anger,['kettle']
anticipation,['kettle']
disgust,['kettle']
fear,['kettle']
joy,['kettle']
sadness,['kettle']
surprise,['kettle']
trust,['kettle']
anger,['key']
anticipation,['key']
disgust,['key']
fear,['key']
joy,['key']
sadness,['key']
surprise,['key']
trust,['key']
anger,['keyhole']
anticipation,['keyhole']
disgust,['keyhole']
fear,['keyhole']
joy,['keyhole']
sadness,['keyhole']
surprise,['keyhole']
trust,['keyhole']
anger,['keynote']
anticipation,['keynote']
disgust,['keynote']
fear,['keynote']
joy,['keynote']
sadness,['keynote']
surprise,['keynote']
trust,['keynote']
anger,['keystone']
anticipation,['keystone']
disgust,['keystone']
fear,['keystone']
joy,['keystone']
sadness,['keystone']
surprise,['keystone']
trust,['keystone']
anger,['khaki']
anticipation,['khaki']
disgust,['khaki']
fear,['khaki']
joy,['khaki']
sadness,['khaki']
surprise,['khaki']
trust,['khaki']
anger,['khan']
anticipation,['khan']
disgust,['khan']
fear,['khan']
joy,['khan']
sadness,['khan']
surprise,['khan']
trust,['khan']
anger,['kick']
anticipation,['kick']
disgust,['kick']
fear,['kick']
joy,['kick']
sadness,['kick']
surprise,['kick']
trust,['kick']
anger,['kicking']
anticipation,['kicking']
disgust,['kicking']
fear,['kicking']
joy,['kicking']
sadness,['kicking']
surprise,['kicking']
trust,['kicking']
anger,['kid']
anticipation,['kid']
disgust,['kid']
fear,['kid']
joy,['kid']
sadness,['kid']
surprise,['kid']
trust,['kid']
anger,['kidding']
anticipation,['kidding']
disgust,['kidding']
fear,['kidding']
joy,['kidding']
sadness,['kidding']
surprise,['kidding']
trust,['kidding']
anger,['kidnap']
anticipation,['kidnap']
disgust,['kidnap']
fear,['kidnap']
joy,['kidnap']
sadness,['kidnap']
surprise,['kidnap']
trust,['kidnap']
anger,['kill']
anticipation,['kill']
disgust,['kill']
fear,['kill']
joy,['kill']
sadness,['kill']
surprise,['kill']
trust,['kill']
anger,['killing']
anticipation,['killing']
disgust,['killing']
fear,['killing']
joy,['killing']
sadness,['killing']
surprise,['killing']
trust,['killing']
anger,['kiln']
anticipation,['kiln']
disgust,['kiln']
fear,['kiln']
joy,['kiln']
sadness,['kiln']
surprise,['kiln']
trust,['kiln']
anger,['kilogram']
anticipation,['kilogram']
disgust,['kilogram']
fear,['kilogram']
joy,['kilogram']
sadness,['kilogram']
surprise,['kilogram']
trust,['kilogram']
anger,['kilometer']
anticipation,['kilometer']
disgust,['kilometer']
fear,['kilometer']
joy,['kilometer']
sadness,['kilometer']
surprise,['kilometer']
trust,['kilometer']
anger,['kilt']
anticipation,['kilt']
disgust,['kilt']
fear,['kilt']
joy,['kilt']
sadness,['kilt']
surprise,['kilt']
trust,['kilt']
anger,['kimono']
anticipation,['kimono']
disgust,['kimono']
fear,['kimono']
joy,['kimono']
sadness,['kimono']
surprise,['kimono']
trust,['kimono']
anger,['kin']
anticipation,['kin']
disgust,['kin']
fear,['kin']
joy,['kin']
sadness,['kin']
surprise,['kin']
trust,['kin']
anger,['kind']
anticipation,['kind']
disgust,['kind']
fear,['kind']
joy,['kind']
sadness,['kind']
surprise,['kind']
trust,['kind']
anger,['kindergarten']
anticipation,['kindergarten']
disgust,['kindergarten']
fear,['kindergarten']
joy,['kindergarten']
sadness,['kindergarten']
surprise,['kindergarten']
trust,['kindergarten']
anger,['kindness']
anticipation,['kindness']
disgust,['kindness']
fear,['kindness']
joy,['kindness']
sadness,['kindness']
surprise,['kindness']
trust,['kindness']
anger,['kindred']
anticipation,['kindred']
disgust,['kindred']
fear,['kindred']
joy,['kindred']
sadness,['kindred']
surprise,['kindred']
trust,['kindred']
anger,['kinematics']
anticipation,['kinematics']
disgust,['kinematics']
fear,['kinematics']
joy,['kinematics']
sadness,['kinematics']
surprise,['kinematics']
trust,['kinematics']
anger,['king']
anticipation,['king']
disgust,['king']
fear,['king']
joy,['king']
sadness,['king']
surprise,['king']
trust,['king']
anger,['kingdom']
anticipation,['kingdom']
disgust,['kingdom']
fear,['kingdom']
joy,['kingdom']
sadness,['kingdom']
surprise,['kingdom']
trust,['kingdom']
anger,['kink']
anticipation,['kink']
disgust,['kink']
fear,['kink']
joy,['kink']
sadness,['kink']
surprise,['kink']
trust,['kink']
anger,['kinky']
anticipation,['kinky']
disgust,['kinky']
fear,['kinky']
joy,['kinky']
sadness,['kinky']
surprise,['kinky']
trust,['kinky']
anger,['kiosk']
anticipation,['kiosk']
disgust,['kiosk']
fear,['kiosk']
joy,['kiosk']
sadness,['kiosk']
surprise,['kiosk']
trust,['kiosk']
anger,['kirk']
anticipation,['kirk']
disgust,['kirk']
fear,['kirk']
joy,['kirk']
sadness,['kirk']
surprise,['kirk']
trust,['kirk']
anger,['kiss']
anticipation,['kiss']
disgust,['kiss']
fear,['kiss']
joy,['kiss']
sadness,['kiss']
surprise,['kiss']
trust,['kiss']
anger,['kit']
anticipation,['kit']
disgust,['kit']
fear,['kit']
joy,['kit']
sadness,['kit']
surprise,['kit']
trust,['kit']
anger,['kitchen']
anticipation,['kitchen']
disgust,['kitchen']
fear,['kitchen']
joy,['kitchen']
sadness,['kitchen']
surprise,['kitchen']
trust,['kitchen']
anger,['kite']
anticipation,['kite']
disgust,['kite']
fear,['kite']
joy,['kite']
sadness,['kite']
surprise,['kite']
trust,['kite']
anger,['kitten']
anticipation,['kitten']
disgust,['kitten']
fear,['kitten']
joy,['kitten']
sadness,['kitten']
surprise,['kitten']
trust,['kitten']
anger,['knack']
anticipation,['knack']
disgust,['knack']
fear,['knack']
joy,['knack']
sadness,['knack']
surprise,['knack']
trust,['knack']
anger,['knapsack']
anticipation,['knapsack']
disgust,['knapsack']
fear,['knapsack']
joy,['knapsack']
sadness,['knapsack']
surprise,['knapsack']
trust,['knapsack']
anger,['knead']
anticipation,['knead']
disgust,['knead']
fear,['knead']
joy,['knead']
sadness,['knead']
surprise,['knead']
trust,['knead']
anger,['knee']
anticipation,['knee']
disgust,['knee']
fear,['knee']
joy,['knee']
sadness,['knee']
surprise,['knee']
trust,['knee']
anger,['kneel']
anticipation,['kneel']
disgust,['kneel']
fear,['kneel']
joy,['kneel']
sadness,['kneel']
surprise,['kneel']
trust,['kneel']
anger,['kneeling']
anticipation,['kneeling']
disgust,['kneeling']
fear,['kneeling']
joy,['kneeling']
sadness,['kneeling']
surprise,['kneeling']
trust,['kneeling']
anger,['knell']
anticipation,['knell']
disgust,['knell']
fear,['knell']
joy,['knell']
sadness,['knell']
surprise,['knell']
trust,['knell']
anger,['knickers']
anticipation,['knickers']
disgust,['knickers']
fear,['knickers']
joy,['knickers']
sadness,['knickers']
surprise,['knickers']
trust,['knickers']
anger,['knife']
anticipation,['knife']
disgust,['knife']
fear,['knife']
joy,['knife']
sadness,['knife']
surprise,['knife']
trust,['knife']
anger,['knight']
anticipation,['knight']
disgust,['knight']
fear,['knight']
joy,['knight']
sadness,['knight']
surprise,['knight']
trust,['knight']
anger,['knit']
anticipation,['knit']
disgust,['knit']
fear,['knit']
joy,['knit']
sadness,['knit']
surprise,['knit']
trust,['knit']
anger,['knob']
anticipation,['knob']
disgust,['knob']
fear,['knob']
joy,['knob']
sadness,['knob']
surprise,['knob']
trust,['knob']
anger,['knock']
anticipation,['knock']
disgust,['knock']
fear,['knock']
joy,['knock']
sadness,['knock']
surprise,['knock']
trust,['knock']
anger,['knoll']
anticipation,['knoll']
disgust,['knoll']
fear,['knoll']
joy,['knoll']
sadness,['knoll']
surprise,['knoll']
trust,['knoll']
anger,['knot']
anticipation,['knot']
disgust,['knot']
fear,['knot']
joy,['knot']
sadness,['knot']
surprise,['knot']
trust,['knot']
anger,['knotted']
anticipation,['knotted']
disgust,['knotted']
fear,['knotted']
joy,['knotted']
sadness,['knotted']
surprise,['knotted']
trust,['knotted']
anger,['knowing']
anticipation,['knowing']
disgust,['knowing']
fear,['knowing']
joy,['knowing']
sadness,['knowing']
surprise,['knowing']
trust,['knowing']
anger,['knowingly']
anticipation,['knowingly']
disgust,['knowingly']
fear,['knowingly']
joy,['knowingly']
sadness,['knowingly']
surprise,['knowingly']
trust,['knowingly']
anger,['knowledge']
anticipation,['knowledge']
disgust,['knowledge']
fear,['knowledge']
joy,['knowledge']
sadness,['knowledge']
surprise,['knowledge']
trust,['knowledge']
anger,['knuckle']
anticipation,['knuckle']
disgust,['knuckle']
fear,['knuckle']
joy,['knuckle']
sadness,['knuckle']
surprise,['knuckle']
trust,['knuckle']
anger,['kos']
anticipation,['kos']
disgust,['kos']
fear,['kos']
joy,['kos']
sadness,['kos']
surprise,['kos']
trust,['kos']
anger,['kris']
anticipation,['kris']
disgust,['kris']
fear,['kris']
joy,['kris']
sadness,['kris']
surprise,['kris']
trust,['kris']
anger,['kudos']
anticipation,['kudos']
disgust,['kudos']
fear,['kudos']
joy,['kudos']
sadness,['kudos']
surprise,['kudos']
trust,['kudos']
anger,['lab']
anticipation,['lab']
disgust,['lab']
fear,['lab']
joy,['lab']
sadness,['lab']
surprise,['lab']
trust,['lab']
anger,['label']
anticipation,['label']
disgust,['label']
fear,['label']
joy,['label']
sadness,['label']
surprise,['label']
trust,['label']
anger,['labor']
anticipation,['labor']
disgust,['labor']
fear,['labor']
joy,['labor']
sadness,['labor']
surprise,['labor']
trust,['labor']
anger,['laboratory']
anticipation,['laboratory']
disgust,['laboratory']
fear,['laboratory']
joy,['laboratory']
sadness,['laboratory']
surprise,['laboratory']
trust,['laboratory']
anger,['labored']
anticipation,['labored']
disgust,['labored']
fear,['labored']
joy,['labored']
sadness,['labored']
surprise,['labored']
trust,['labored']
anger,['laborer']
anticipation,['laborer']
disgust,['laborer']
fear,['laborer']
joy,['laborer']
sadness,['laborer']
surprise,['laborer']
trust,['laborer']
anger,['laboring']
anticipation,['laboring']
disgust,['laboring']
fear,['laboring']
joy,['laboring']
sadness,['laboring']
surprise,['laboring']
trust,['laboring']
anger,['laborious']
anticipation,['laborious']
disgust,['laborious']
fear,['laborious']
joy,['laborious']
sadness,['laborious']
surprise,['laborious']
trust,['laborious']
anger,['labyrinth']
anticipation,['labyrinth']
disgust,['labyrinth']
fear,['labyrinth']
joy,['labyrinth']
sadness,['labyrinth']
surprise,['labyrinth']
trust,['labyrinth']
anger,['lac']
anticipation,['lac']
disgust,['lac']
fear,['lac']
joy,['lac']
sadness,['lac']
surprise,['lac']
trust,['lac']
anger,['lace']
anticipation,['lace']
disgust,['lace']
fear,['lace']
joy,['lace']
sadness,['lace']
surprise,['lace']
trust,['lace']
anger,['lack']
anticipation,['lack']
disgust,['lack']
fear,['lack']
joy,['lack']
sadness,['lack']
surprise,['lack']
trust,['lack']
anger,['lacking']
anticipation,['lacking']
disgust,['lacking']
fear,['lacking']
joy,['lacking']
sadness,['lacking']
surprise,['lacking']
trust,['lacking']
anger,['lackluster']
anticipation,['lackluster']
disgust,['lackluster']
fear,['lackluster']
joy,['lackluster']
sadness,['lackluster']
surprise,['lackluster']
trust,['lackluster']
anger,['lacquer']
anticipation,['lacquer']
disgust,['lacquer']
fear,['lacquer']
joy,['lacquer']
sadness,['lacquer']
surprise,['lacquer']
trust,['lacquer']
anger,['lacrosse']
anticipation,['lacrosse']
disgust,['lacrosse']
fear,['lacrosse']
joy,['lacrosse']
sadness,['lacrosse']
surprise,['lacrosse']
trust,['lacrosse']
anger,['lad']
anticipation,['lad']
disgust,['lad']
fear,['lad']
joy,['lad']
sadness,['lad']
surprise,['lad']
trust,['lad']
anger,['ladder']
anticipation,['ladder']
disgust,['ladder']
fear,['ladder']
joy,['ladder']
sadness,['ladder']
surprise,['ladder']
trust,['ladder']
anger,['laden']
anticipation,['laden']
disgust,['laden']
fear,['laden']
joy,['laden']
sadness,['laden']
surprise,['laden']
trust,['laden']
anger,['lading']
anticipation,['lading']
disgust,['lading']
fear,['lading']
joy,['lading']
sadness,['lading']
surprise,['lading']
trust,['lading']
anger,['ladle']
anticipation,['ladle']
disgust,['ladle']
fear,['ladle']
joy,['ladle']
sadness,['ladle']
surprise,['ladle']
trust,['ladle']
anger,['lady']
anticipation,['lady']
disgust,['lady']
fear,['lady']
joy,['lady']
sadness,['lady']
surprise,['lady']
trust,['lady']
anger,['lag']
anticipation,['lag']
disgust,['lag']
fear,['lag']
joy,['lag']
sadness,['lag']
surprise,['lag']
trust,['lag']
anger,['lagging']
anticipation,['lagging']
disgust,['lagging']
fear,['lagging']
joy,['lagging']
sadness,['lagging']
surprise,['lagging']
trust,['lagging']
anger,['lagoon']
anticipation,['lagoon']
disgust,['lagoon']
fear,['lagoon']
joy,['lagoon']
sadness,['lagoon']
surprise,['lagoon']
trust,['lagoon']
anger,['lair']
anticipation,['lair']
disgust,['lair']
fear,['lair']
joy,['lair']
sadness,['lair']
surprise,['lair']
trust,['lair']
anger,['laity']
anticipation,['laity']
disgust,['laity']
fear,['laity']
joy,['laity']
sadness,['laity']
surprise,['laity']
trust,['laity']
anger,['lake']
anticipation,['lake']
disgust,['lake']
fear,['lake']
joy,['lake']
sadness,['lake']
surprise,['lake']
trust,['lake']
anger,['lama']
anticipation,['lama']
disgust,['lama']
fear,['lama']
joy,['lama']
sadness,['lama']
surprise,['lama']
trust,['lama']
anger,['lamb']
anticipation,['lamb']
disgust,['lamb']
fear,['lamb']
joy,['lamb']
sadness,['lamb']
surprise,['lamb']
trust,['lamb']
anger,['lament']
anticipation,['lament']
disgust,['lament']
fear,['lament']
joy,['lament']
sadness,['lament']
surprise,['lament']
trust,['lament']
anger,['lamenting']
anticipation,['lamenting']
disgust,['lamenting']
fear,['lamenting']
joy,['lamenting']
sadness,['lamenting']
surprise,['lamenting']
trust,['lamenting']
anger,['lamina']
anticipation,['lamina']
disgust,['lamina']
fear,['lamina']
joy,['lamina']
sadness,['lamina']
surprise,['lamina']
trust,['lamina']
anger,['laminated']
anticipation,['laminated']
disgust,['laminated']
fear,['laminated']
joy,['laminated']
sadness,['laminated']
surprise,['laminated']
trust,['laminated']
anger,['lamp']
anticipation,['lamp']
disgust,['lamp']
fear,['lamp']
joy,['lamp']
sadness,['lamp']
surprise,['lamp']
trust,['lamp']
anger,['lance']
anticipation,['lance']
disgust,['lance']
fear,['lance']
joy,['lance']
sadness,['lance']
surprise,['lance']
trust,['lance']
anger,['lancer']
anticipation,['lancer']
disgust,['lancer']
fear,['lancer']
joy,['lancer']
sadness,['lancer']
surprise,['lancer']
trust,['lancer']
anger,['land']
anticipation,['land']
disgust,['land']
fear,['land']
joy,['land']
sadness,['land']
surprise,['land']
trust,['land']
anger,['landed']
anticipation,['landed']
disgust,['landed']
fear,['landed']
joy,['landed']
sadness,['landed']
surprise,['landed']
trust,['landed']
anger,['landing']
anticipation,['landing']
disgust,['landing']
fear,['landing']
joy,['landing']
sadness,['landing']
surprise,['landing']
trust,['landing']
anger,['landlocked']
anticipation,['landlocked']
disgust,['landlocked']
fear,['landlocked']
joy,['landlocked']
sadness,['landlocked']
surprise,['landlocked']
trust,['landlocked']
anger,['landlord']
anticipation,['landlord']
disgust,['landlord']
fear,['landlord']
joy,['landlord']
sadness,['landlord']
surprise,['landlord']
trust,['landlord']
anger,['landmark']
anticipation,['landmark']
disgust,['landmark']
fear,['landmark']
joy,['landmark']
sadness,['landmark']
surprise,['landmark']
trust,['landmark']
anger,['lands']
anticipation,['lands']
disgust,['lands']
fear,['lands']
joy,['lands']
sadness,['lands']
surprise,['lands']
trust,['lands']
anger,['landscape']
anticipation,['landscape']
disgust,['landscape']
fear,['landscape']
joy,['landscape']
sadness,['landscape']
surprise,['landscape']
trust,['landscape']
anger,['landscaping']
anticipation,['landscaping']
disgust,['landscaping']
fear,['landscaping']
joy,['landscaping']
sadness,['landscaping']
surprise,['landscaping']
trust,['landscaping']
anger,['landslide']
anticipation,['landslide']
disgust,['landslide']
fear,['landslide']
joy,['landslide']
sadness,['landslide']
surprise,['landslide']
trust,['landslide']
anger,['lane']
anticipation,['lane']
disgust,['lane']
fear,['lane']
joy,['lane']
sadness,['lane']
surprise,['lane']
trust,['lane']
anger,['language']
anticipation,['language']
disgust,['language']
fear,['language']
joy,['language']
sadness,['language']
surprise,['language']
trust,['language']
anger,['languid']
anticipation,['languid']
disgust,['languid']
fear,['languid']
joy,['languid']
sadness,['languid']
surprise,['languid']
trust,['languid']
anger,['languish']
anticipation,['languish']
disgust,['languish']
fear,['languish']
joy,['languish']
sadness,['languish']
surprise,['languish']
trust,['languish']
anger,['languishing']
anticipation,['languishing']
disgust,['languishing']
fear,['languishing']
joy,['languishing']
sadness,['languishing']
surprise,['languishing']
trust,['languishing']
anger,['lanky']
anticipation,['lanky']
disgust,['lanky']
fear,['lanky']
joy,['lanky']
sadness,['lanky']
surprise,['lanky']
trust,['lanky']
anger,['lantern']
anticipation,['lantern']
disgust,['lantern']
fear,['lantern']
joy,['lantern']
sadness,['lantern']
surprise,['lantern']
trust,['lantern']
anger,['lap']
anticipation,['lap']
disgust,['lap']
fear,['lap']
joy,['lap']
sadness,['lap']
surprise,['lap']
trust,['lap']
anger,['lapel']
anticipation,['lapel']
disgust,['lapel']
fear,['lapel']
joy,['lapel']
sadness,['lapel']
surprise,['lapel']
trust,['lapel']
anger,['lapse']
anticipation,['lapse']
disgust,['lapse']
fear,['lapse']
joy,['lapse']
sadness,['lapse']
surprise,['lapse']
trust,['lapse']
anger,['lapsed']
anticipation,['lapsed']
disgust,['lapsed']
fear,['lapsed']
joy,['lapsed']
sadness,['lapsed']
surprise,['lapsed']
trust,['lapsed']
anger,['larceny']
anticipation,['larceny']
disgust,['larceny']
fear,['larceny']
joy,['larceny']
sadness,['larceny']
surprise,['larceny']
trust,['larceny']
anger,['lard']
anticipation,['lard']
disgust,['lard']
fear,['lard']
joy,['lard']
sadness,['lard']
surprise,['lard']
trust,['lard']
anger,['larder']
anticipation,['larder']
disgust,['larder']
fear,['larder']
joy,['larder']
sadness,['larder']
surprise,['larder']
trust,['larder']
anger,['large']
anticipation,['large']
disgust,['large']
fear,['large']
joy,['large']
sadness,['large']
surprise,['large']
trust,['large']
anger,['larger']
anticipation,['larger']
disgust,['larger']
fear,['larger']
joy,['larger']
sadness,['larger']
surprise,['larger']
trust,['larger']
anger,['largo']
anticipation,['largo']
disgust,['largo']
fear,['largo']
joy,['largo']
sadness,['largo']
surprise,['largo']
trust,['largo']
anger,['lark']
anticipation,['lark']
disgust,['lark']
fear,['lark']
joy,['lark']
sadness,['lark']
surprise,['lark']
trust,['lark']
anger,['larva']
anticipation,['larva']
disgust,['larva']
fear,['larva']
joy,['larva']
sadness,['larva']
surprise,['larva']
trust,['larva']
anger,['larynx']
anticipation,['larynx']
disgust,['larynx']
fear,['larynx']
joy,['larynx']
sadness,['larynx']
surprise,['larynx']
trust,['larynx']
anger,['laser']
anticipation,['laser']
disgust,['laser']
fear,['laser']
joy,['laser']
sadness,['laser']
surprise,['laser']
trust,['laser']
anger,['lash']
anticipation,['lash']
disgust,['lash']
fear,['lash']
joy,['lash']
sadness,['lash']
surprise,['lash']
trust,['lash']
anger,['lass']
anticipation,['lass']
disgust,['lass']
fear,['lass']
joy,['lass']
sadness,['lass']
surprise,['lass']
trust,['lass']
anger,['lasso']
anticipation,['lasso']
disgust,['lasso']
fear,['lasso']
joy,['lasso']
sadness,['lasso']
surprise,['lasso']
trust,['lasso']
anger,['lasting']
anticipation,['lasting']
disgust,['lasting']
fear,['lasting']
joy,['lasting']
sadness,['lasting']
surprise,['lasting']
trust,['lasting']
anger,['latch']
anticipation,['latch']
disgust,['latch']
fear,['latch']
joy,['latch']
sadness,['latch']
surprise,['latch']
trust,['latch']
anger,['late']
anticipation,['late']
disgust,['late']
fear,['late']
joy,['late']
sadness,['late']
surprise,['late']
trust,['late']
anger,['lateness']
anticipation,['lateness']
disgust,['lateness']
fear,['lateness']
joy,['lateness']
sadness,['lateness']
surprise,['lateness']
trust,['lateness']
anger,['latent']
anticipation,['latent']
disgust,['latent']
fear,['latent']
joy,['latent']
sadness,['latent']
surprise,['latent']
trust,['latent']
anger,['lateral']
anticipation,['lateral']
disgust,['lateral']
fear,['lateral']
joy,['lateral']
sadness,['lateral']
surprise,['lateral']
trust,['lateral']
anger,['laterally']
anticipation,['laterally']
disgust,['laterally']
fear,['laterally']
joy,['laterally']
sadness,['laterally']
surprise,['laterally']
trust,['laterally']
anger,['latex']
anticipation,['latex']
disgust,['latex']
fear,['latex']
joy,['latex']
sadness,['latex']
surprise,['latex']
trust,['latex']
anger,['lathe']
anticipation,['lathe']
disgust,['lathe']
fear,['lathe']
joy,['lathe']
sadness,['lathe']
surprise,['lathe']
trust,['lathe']
anger,['lather']
anticipation,['lather']
disgust,['lather']
fear,['lather']
joy,['lather']
sadness,['lather']
surprise,['lather']
trust,['lather']
anger,['latitude']
anticipation,['latitude']
disgust,['latitude']
fear,['latitude']
joy,['latitude']
sadness,['latitude']
surprise,['latitude']
trust,['latitude']
anger,['latrines']
anticipation,['latrines']
disgust,['latrines']
fear,['latrines']
joy,['latrines']
sadness,['latrines']
surprise,['latrines']
trust,['latrines']
anger,['lattice']
anticipation,['lattice']
disgust,['lattice']
fear,['lattice']
joy,['lattice']
sadness,['lattice']
surprise,['lattice']
trust,['lattice']
anger,['laudable']
anticipation,['laudable']
disgust,['laudable']
fear,['laudable']
joy,['laudable']
sadness,['laudable']
surprise,['laudable']
trust,['laudable']
anger,['laugh']
anticipation,['laugh']
disgust,['laugh']
fear,['laugh']
joy,['laugh']
sadness,['laugh']
surprise,['laugh']
trust,['laugh']
anger,['laughable']
anticipation,['laughable']
disgust,['laughable']
fear,['laughable']
joy,['laughable']
sadness,['laughable']
surprise,['laughable']
trust,['laughable']
anger,['laughing']
anticipation,['laughing']
disgust,['laughing']
fear,['laughing']
joy,['laughing']
sadness,['laughing']
surprise,['laughing']
trust,['laughing']
anger,['laughter']
anticipation,['laughter']
disgust,['laughter']
fear,['laughter']
joy,['laughter']
sadness,['laughter']
surprise,['laughter']
trust,['laughter']
anger,['launch']
anticipation,['launch']
disgust,['launch']
fear,['launch']
joy,['launch']
sadness,['launch']
surprise,['launch']
trust,['launch']
anger,['laundry']
anticipation,['laundry']
disgust,['laundry']
fear,['laundry']
joy,['laundry']
sadness,['laundry']
surprise,['laundry']
trust,['laundry']
anger,['laureate']
anticipation,['laureate']
disgust,['laureate']
fear,['laureate']
joy,['laureate']
sadness,['laureate']
surprise,['laureate']
trust,['laureate']
anger,['laurel']
anticipation,['laurel']
disgust,['laurel']
fear,['laurel']
joy,['laurel']
sadness,['laurel']
surprise,['laurel']
trust,['laurel']
anger,['laurels']
anticipation,['laurels']
disgust,['laurels']
fear,['laurels']
joy,['laurels']
sadness,['laurels']
surprise,['laurels']
trust,['laurels']
anger,['lava']
anticipation,['lava']
disgust,['lava']
fear,['lava']
joy,['lava']
sadness,['lava']
surprise,['lava']
trust,['lava']
anger,['lavage']
anticipation,['lavage']
disgust,['lavage']
fear,['lavage']
joy,['lavage']
sadness,['lavage']
surprise,['lavage']
trust,['lavage']
anger,['lavatory']
anticipation,['lavatory']
disgust,['lavatory']
fear,['lavatory']
joy,['lavatory']
sadness,['lavatory']
surprise,['lavatory']
trust,['lavatory']
anger,['lavender']
anticipation,['lavender']
disgust,['lavender']
fear,['lavender']
joy,['lavender']
sadness,['lavender']
surprise,['lavender']
trust,['lavender']
anger,['lavish']
anticipation,['lavish']
disgust,['lavish']
fear,['lavish']
joy,['lavish']
sadness,['lavish']
surprise,['lavish']
trust,['lavish']
anger,['law']
anticipation,['law']
disgust,['law']
fear,['law']
joy,['law']
sadness,['law']
surprise,['law']
trust,['law']
anger,['lawful']
anticipation,['lawful']
disgust,['lawful']
fear,['lawful']
joy,['lawful']
sadness,['lawful']
surprise,['lawful']
trust,['lawful']
anger,['lawlessness']
anticipation,['lawlessness']
disgust,['lawlessness']
fear,['lawlessness']
joy,['lawlessness']
sadness,['lawlessness']
surprise,['lawlessness']
trust,['lawlessness']
anger,['lawn']
anticipation,['lawn']
disgust,['lawn']
fear,['lawn']
joy,['lawn']
sadness,['lawn']
surprise,['lawn']
trust,['lawn']
anger,['lawsuit']
anticipation,['lawsuit']
disgust,['lawsuit']
fear,['lawsuit']
joy,['lawsuit']
sadness,['lawsuit']
surprise,['lawsuit']
trust,['lawsuit']
anger,['lawyer']
anticipation,['lawyer']
disgust,['lawyer']
fear,['lawyer']
joy,['lawyer']
sadness,['lawyer']
surprise,['lawyer']
trust,['lawyer']
anger,['lax']
anticipation,['lax']
disgust,['lax']
fear,['lax']
joy,['lax']
sadness,['lax']
surprise,['lax']
trust,['lax']
anger,['laxative']
anticipation,['laxative']
disgust,['laxative']
fear,['laxative']
joy,['laxative']
sadness,['laxative']
surprise,['laxative']
trust,['laxative']
anger,['lay']
anticipation,['lay']
disgust,['lay']
fear,['lay']
joy,['lay']
sadness,['lay']
surprise,['lay']
trust,['lay']
anger,['layer']
anticipation,['layer']
disgust,['layer']
fear,['layer']
joy,['layer']
sadness,['layer']
surprise,['layer']
trust,['layer']
anger,['layered']
anticipation,['layered']
disgust,['layered']
fear,['layered']
joy,['layered']
sadness,['layered']
surprise,['layered']
trust,['layered']
anger,['layman']
anticipation,['layman']
disgust,['layman']
fear,['layman']
joy,['layman']
sadness,['layman']
surprise,['layman']
trust,['layman']
anger,['lazy']
anticipation,['lazy']
disgust,['lazy']
fear,['lazy']
joy,['lazy']
sadness,['lazy']
surprise,['lazy']
trust,['lazy']
anger,['lea']
anticipation,['lea']
disgust,['lea']
fear,['lea']
joy,['lea']
sadness,['lea']
surprise,['lea']
trust,['lea']
anger,['lead']
anticipation,['lead']
disgust,['lead']
fear,['lead']
joy,['lead']
sadness,['lead']
surprise,['lead']
trust,['lead']
anger,['leader']
anticipation,['leader']
disgust,['leader']
fear,['leader']
joy,['leader']
sadness,['leader']
surprise,['leader']
trust,['leader']
anger,['leading']
anticipation,['leading']
disgust,['leading']
fear,['leading']
joy,['leading']
sadness,['leading']
surprise,['leading']
trust,['leading']
anger,['leads']
anticipation,['leads']
disgust,['leads']
fear,['leads']
joy,['leads']
sadness,['leads']
surprise,['leads']
trust,['leads']
anger,['leaf']
anticipation,['leaf']
disgust,['leaf']
fear,['leaf']
joy,['leaf']
sadness,['leaf']
surprise,['leaf']
trust,['leaf']
anger,['leaflet']
anticipation,['leaflet']
disgust,['leaflet']
fear,['leaflet']
joy,['leaflet']
sadness,['leaflet']
surprise,['leaflet']
trust,['leaflet']
anger,['leafy']
anticipation,['leafy']
disgust,['leafy']
fear,['leafy']
joy,['leafy']
sadness,['leafy']
surprise,['leafy']
trust,['leafy']
anger,['league']
anticipation,['league']
disgust,['league']
fear,['league']
joy,['league']
sadness,['league']
surprise,['league']
trust,['league']
anger,['leak']
anticipation,['leak']
disgust,['leak']
fear,['leak']
joy,['leak']
sadness,['leak']
surprise,['leak']
trust,['leak']
anger,['leakage']
anticipation,['leakage']
disgust,['leakage']
fear,['leakage']
joy,['leakage']
sadness,['leakage']
surprise,['leakage']
trust,['leakage']
anger,['leaky']
anticipation,['leaky']
disgust,['leaky']
fear,['leaky']
joy,['leaky']
sadness,['leaky']
surprise,['leaky']
trust,['leaky']
anger,['lean']
anticipation,['lean']
disgust,['lean']
fear,['lean']
joy,['lean']
sadness,['lean']
surprise,['lean']
trust,['lean']
anger,['leaned']
anticipation,['leaned']
disgust,['leaned']
fear,['leaned']
joy,['leaned']
