Gr_Content,Gr_Sentiment
Αφού είχα κάνει το ντεμπούτο μου στην Ullevi εναντίον του IFK Gottenburg και πήρα μια καλή εγγραφή στο χαρτί,χαρά
Όταν ήμουν χρονών ξύπνησα μια νύχτα και βρήκα τον εαυτό μου στο σπίτι Η μητέρα μου βγήκε να αγοράσει σιγαράκια από μια μηχανή,φόβος
Καμία απάντηση,οργή
Όταν διαπίστωσα ότι δεν κατάφερα να περάσω τις εξετάσεις κατά τη διάρκεια της θητείας με ένα σημείο Το γεγονός ότι ακριβώς το ίδιο πράγμα είχε συμβεί την τελευταία περίοδο δεν βοήθησε,θλίψη
"Όταν ταξίδευα με την Ασία με την παρούσα ομάδα ποδοσφαίρου, είδα παλιούς Ευρωπαίους με μικρές ασιατικές πόρνες",αηδία
Ως δάσκαλος τάξης βράδυ πήρα θετικά σχόλια Όταν η ατμόσφαιρα είναι καλή και υπάρχει ένα είδος χαλαρής κατανόησης,χαρά
Μετά από λάθος κουδούνισμα στο κουδούνι του φαρμακείου και να τον πιάσουν,φόβος
Το βλέμμα ενός ανθρώπου που έτρεξε αμόκτιστος αγωνιζόμενος σε χορό,οργή
Όταν δεν εργάζονται,θλίψη
Με το στόμα μου γεμάτο κουλουράκι ήπια απ &#39;ευθείας από ένα πακέτο γάλακτος το οποίο αποδείχθηκε τελείως διαχωρισμένο από εβδομάδες Χρειάστηκε λίγος χρόνος για το γάλα να ξεχειλίσει μέσα από το κουλούρι,αηδία
Όταν ήμουν δεκτός ως επιβλέπων για έναν δάσκαλο φοιτητή Η ειδοποίηση ήρθε ταχυδρομικώς,χαρά
"Όταν συμμετείχα σε αυτοκινητιστικό ατύχημα τον περασμένο Νοέμβριο μετά την πρώτη πτώση του χιονιού, έχανα τον έλεγχο του αυτοκινήτου και περιστράφηκε και προσγειώθηκε στην αντίθετη πλευρά του δρόμου στον σκληρό ώμο. Σταμάτησε από έναν πόλο πάνω από μια τράπεζα με κατεύθυνση προς ένα ρεύμα",φόβος
"Με την επιτροπή διορισμών εργασίας όταν ο υπεύθυνος διευθυντής εξήγησε ότι ένας άνδρας δάσκαλος ήταν πιο κατάλληλος για τη συγκεκριμένη θέση, είχα περισσότερα χρόνια υπηρεσίας από τον άνδρα εκπαιδευτή, αλλά αυτό δεν ελήφθη υπόψη, θα μπορούσα να είχα λάβει μια λιγότερο ελκυστική δουλειά αν τα πράγματα είχε πάει όπως ήθελε ο διευθυντής",οργή
Μια κοπέλα ηλικίας ετών συναδέλφων πάσχει σοβαρά από καρκίνο και έχει μόνο ένα χρόνο ζωής που άκουσα πριν από λίγες εβδομάδες,θλίψη
Καμία απάντηση,αηδία
Όταν ένας στενός φίλος με συναντήθηκε στο σταθμό στη μέση της νύχτας όταν επέστρεψα από ένα μακρύ και κουραστικό ταξίδι,χαρά
"Έχοντας αγωνιστεί με έναν φίλο, απείλησε να με αφήσει",φόβος
Κάποιος δεν εμφανίστηκε σε μια συνάντηση παρά το γεγονός ότι συμφώνησε να έρθει,οργή
Όταν κατάλαβα ότι ο γάμος μου έπεφτε και αποφασίσαμε να είμαστε νομικά χωρισμένοι,θλίψη
"Σε μια αντιπορνογραφική συνάντηση, όταν δείχνονταν δείγματα από ταινίες και περιοδικά",αηδία
Όταν ήμουν σε θέση να αγοράσω το νέο μου αυτοκίνητο μετά από πολλά προβλήματα,χαρά
Μετά το αυτοκινητιστικό ατύχημα όταν ξύπνησα σε ένα σωρό πέτρες,φόβος
"Όταν προσπάθησα να βάλω μια σκηνή πριν από μερικά χρόνια, μου πείρισα και εμπόδισα ο ξάδερφος μου",οργή
Όταν ο παππούς μου πέθανε,θλίψη
ΚΑΜΙΑ ΑΠΑΝΤΗΣΗ,αηδία
Όταν έγινα δεκτός σε κάποια σχολή ως φοιτητής,χαρά
Ο πατέρας μου έχει μια χρόνια ασθένεια Το φθινόπωρο του είχε μια πολύ ισχυρή εφαρμογή ή κατάσχεση,φόβος
Ένας μεθυσμένος φίλος μου χτύπησε έναν άλλο φίλο που ήταν επίσης μεθυσμένος,οργή
Όταν δεν ήξερα κάποια δουλειά στο Lillehammer που ήθελα πάρα πολύ,θλίψη
Ο προϊστάμενός μου στη δουλειά απέτυχε να κρατήσει την υπόσχεσή του για κάτι που γνώριζε ότι ήταν εξαιρετικά σημαντικό για μένα,αηδία
Όταν ο πατέρας μου κατάφερε να ξεκινήσει μια νέα ζωή μετά το διαζύγιο από τη μητέρα μου με αποτέλεσμα μια νέα αδελφή για μένα,χαρά
Μια πλησιέστερη σε ένα αυτοκίνητο που οδηγεί πολύ γρήγορα σε έναν παγωμένο δρόμο,φόβος
Η μητέρα μου και οι φίλοι της μιλούσαν άσχημα για τον πατέρα μου όταν ήταν χωρισμένοι και οι αδελφοί και οι αδερφές μου και εγώ είχαμε τη δυνατότητα να ακούσουμε,οργή
Το να βαρεθείτε στο σχολείο δεν είναι σε θέση να παντρευτούν και να έχουν παιδιά,θλίψη
Όταν οι νέοι σύζυγοι της μητέρας μου αντιμετώπιζαν άσχημα την αδελφή και τις αδελφές μου,αηδία
Ήμουν στο νοσοκομείο και στη συνέχεια επισκέφτηκα κάποιον αρκετά απροσδόκητο,χαρά
Ήμουν κυνήγι και χάθηκα στην ομίχλη στα βουνά,φόβος
Κατηγορήθηκα για αδίκημα αδίκως,οργή
Όταν η φίλη μου με άφησε,θλίψη
Σφαγή ζώων,αηδία
"Όταν κατάφερα τελικά να βρω έναν συγκεκριμένο ήχο από την κιθάρα μου, αφού έβαλα δοκιμάσει για μεγάλο χρονικό διάστημα",χαρά
Αναρρίχηση σε ένα βουνό έχω κολλήσει και συνειδητοποίησα ότι δεν θα μπορούσα να πάρω ούτε πάνω ούτε κάτω,φόβος
Συνάντηση γενικά κυρίαρχων ατόμων σε κοινωνικές περιστάσεις,οργή
"Ανακαλύπτοντας ότι η Lillehammer δεν παρείχε μουσικό περιβάλλον που να ταιριάζει με το γούστο μου, παρόλο που μου το είχα πει",θλίψη
Δεν μπορείτε να περιγράψετε οποιαδήποτε κατάσταση αηδιασμού,αηδία
Όταν γεννήθηκαν τα παιδιά μου,χαρά
Όταν σχεδόν έτρεξα πάνω σε ένα μικρό αγόρι που ξαφνικά βρισκόταν μπροστά στο αυτοκίνητό μου,φόβος
Όταν ο πατέρας μου τηλεφώνησε για να έρθω σπίτι από τις διακοπές μου αφού δεν είχε πλέον το χρόνο να φροντίσει τον κήπο και τα ζώα μου,οργή
Όταν μου είπαν ότι ένας καλός φίλος ήταν σοβαρά άρρωστος,θλίψη
Όταν έμαθα ότι ένας συγγενής είχε διαδίδει φήμες για μένα,αηδία
Όταν ο ειδικός φίλος μου είπε ότι σε αγαπώ για πρώτη φορά,χαρά
Αφού παρακολούθησα μια εκπομπή εγκλήματος στην τηλεόραση ήμουν έτοιμος να πάρω το σκυλί για μια βόλτα Τότε ξαφνικά υπήρχε ένας άνθρωπος στη βεράντα Ζούμε σε κάποια απόσταση μακριά από άλλους ανθρώπους,φόβος
Όταν το αυτοκίνητό μου κατέρρευσε ξαφνικά,οργή
Όταν ένας παλαιότερος φίλος μου έδινε αρνητικές φήμες για μένα,θλίψη
Υπάρχει ένα συγκεκριμένο πρόσωπο που έχω δει μόνο που με κάνει να μου αρέσει να αισθάνομαι αηδία,αηδία
Όταν αξιολογήθηκε το χαρτί μου,χαρά
"Αφού είδε μια ταινία τρομοκρατίας στον κινηματογράφο, φοβήθηκα ότι δεν μπορούσα να οδηγήσω το αυτοκίνητο στο γκαράζ που συχνά σκέφτηκα για την ταινία και στη συνέχεια ελπίζω ότι τέτοια πράγματα δεν θα μπορούσαν να υπάρχουν στον πραγματικό κόσμο",φόβος
Θυμωμένος με τον αδελφό μου που έκανε τη διασκέδαση μου με πειράζει,οργή
Όταν ο βασιλιάς μου πέθανε,θλίψη
Επικοινωνήστε με προηγούμενους φίλους μετά από μακρά απουσία,χαρά
Έχασα το δρόμο μου σε ένα ταξίδι στα βουνά,φόβος
Υποβάλλοντας σε αθέμιτη μεταχείριση σε μια ομάδα εργασίας κάποιος που κάμπτει τους κανόνες προστατεύτηκε από το αφεντικό Αυτό οδήγησε σε περισσότερη δουλειά για τους άλλους,οργή
Ο θάνατος ενός στενού φίλου,θλίψη
"Ήταν αντιμέτωπος με ένα άτομο που έχει αρνητικές σκέψεις για άλλους ανθρώπους, λόγω των κοινωνικών τους πεποιθήσεων το χρώμα τους και τις προοπτικές για τη ζωή προοπτική",αηδία
Λαμβάνοντας μια πολύ επιθυμητή επιστολή από έναν πολύ καλό φίλο που ζει στο εξωτερικό,χαρά
"Πριν από την επιστροφή των αποτελεσμάτων μιας δοκιμασίας στο σχολείο, όταν είχα δουλέψει πολύ σκληρά και ανησυχούσα ότι δεν κατάφερε να πετύχει",φόβος
"Ένας από τους καλύτερους φίλους μου με κατηγορεί ότι παραιτήθηκα νωρίς από τα προβλήματα Ήταν μόνο μια περιστασιακή παρατήρηση από την πλευρά της, αλλά ήμουν θυμωμένος και έβλαψε",οργή
"Συνειδητοποιώντας ότι το σχολείο θα τελειώσει σύντομα και θα πάνε όλοι διαφορετικοί τρόποι, ίσως να μην συναντήσουμε ξανά τους φίλους μας από φέτος",θλίψη
Σε μια δημόσια αίθουσα κολύμβησης είδα έναν πολύ επιθετικό άνθρωπο που ουσιαστικά επιτέθηκε στα παιδιά που πήγαιναν στο δρόμο του όταν κολυμπαν,αηδία
Ένας φίλος που δεν είχα δει εδώ και χρόνια μου έστειλε ένα μικρό δώρο,χαρά
Μια σκοτεινή νύχτα χωρίς φώτα δρόμου με ακολουθούσε προφανώς αυτοκίνητο,φόβος
Υποβλήθηκα σε ψευδείς κατηγορίες και έγινα πολύ θυμωμένος,οργή
Μου είπε ένας καλός φίλος ότι δεν μπορούσαμε να είμαστε φίλοι πια λόγω της σχέσης του με μια άλλη κοπέλα,θλίψη
"Αυτό είναι δύσκολο, διότι δεν θυμάμαι να αισθάνομαι αηδία σε κανέναν",αηδία
Όταν η αρραβωνιαστικιά μου ταξίδεψε για να με επισκεφθεί και δεν την είχα δει για μήνες,χαρά
Ήμουν ξυλοδαρμό σε ένα ιδιωτικό πάρτυ Νέου Έτους μία φορά χωρίς καμιά λάθος μου,φόβος
Αισθάνθηκα αδικαιολόγητα θεραπεία σε ένα αεροδρόμιο που λέγεται να χρησιμοποιεί διαφορετικό μετρητή μόνο για εγχώρια κυκλοφορία,οργή
Όταν η γιαγιά μου πέθανε,θλίψη
Η δολοφονία δύο κοριτσιών σε σχολικό ταξίδι στο Βερολίνο και σεξουαλικά εγκλήματα γενικά πριν από μερικά χρόνια,αηδία
Όταν το πρόσωπο που μου άρεσε πολύ μου επέστρεψε,χαρά
Δεν ισχύει για τον εαυτό μου,φόβος
Όταν οι σπουδαστές στην ομάδα εργασίας μας δεν έδειξαν καμία ευθύνη ή ενδιαφέρον για το έργο μας,οργή
Ένας πολύ στενός φίλος με άφησε,θλίψη
Κάποιοι άνθρωποι υπέστησαν αδικαιολόγητη μεταχείριση λόγω της εθνικότητάς τους,αηδία
Μια στενή γνώση φώναξε για μένα ένιωθα ευτυχισμένη γιατί κάποιος φρόντισε,χαρά
Μια επιστολή από το φίλο μου ξεκίνησε με τέτοιο τρόπο που σκέφτηκα ότι θα τελείωνε τη σχέση μας φοβόμουν να διαβάζω τα υπόλοιπα,φόβος
Ο ανιψιός μου είναι κωφός και επίσης υπερκινητικός αγόρι είχα την ευθύνη να τον φροντίσω για μια ολόκληρη μέρα και ήταν πολύ κουρασμένος Στη συνέχεια άρπαξε ξαφνικά ένα μαχαίρι και με βούλησε στο πόδι τόσο έντονα θυμόμουν ότι δεν ένιωθα κανένα πόνο,οργή
Μια γυναίκα που γνωρίζω σιγά-σιγά πεθαίνει από τον καρκίνο Η τήρηση αυτής της διαδικασίας με κάνει να λυπάμαι,θλίψη
Οι στενοί φίλοι μιλούν άσχημα από άλλους φίλους,αηδία
Ανανεωμένη επαφή με έναν παλαιότερο φίλο,χαρά
Φοβούμενος τη χρήση εξουσίας ή επιπλήξεις όταν ανήκω στη μειονότητα,φόβος
"Ένας στενός φίλος είπε πρώτα ότι δέχτηκε συμφωνία, αλλά αργότερα χρησιμοποίησε αυτή τη συμφωνία ως λόγο για να με επιτεθεί",οργή
Όταν συνειδητοποιούσα ότι η φίλη μου και εγώ ο ίδιος είχαμε ξεκινήσει τη διαδικασία της διάλυσης,θλίψη
Πολιτικές και στρατιωτικές διαμάχες σε ολόκληρο τον κόσμο γενικότερα Αυτό δεν μπορεί να περιγραφεί μέσω αυτού του ερωτηματολογίου,αηδία
Λάβοντας μια κάρτα καρτ-ποστάλ από τον αγαπημένο μου που ήταν στο εξωτερικό σε διακοπές και δεν ήταν καθόλου βέβαιος αν θα μου έγραφε ή όχι,χαρά
Δεν ισχύει,φόβος
Όταν προσπάθησα να το ξεπεράσω με το φίλο μου και αρνήθηκε να με αφήσει να φύγω,οργή
Έχοντας να επιστρέψω στο σπίτι από τις ΗΠΑ αφού ήμουν εκεί για δέκα εβδομάδες για να επισκεφθώ τον αδελφό μου και την οικογένειά του,θλίψη
Δεν ισχύει,αηδία
Βρίσκοντας τα γυαλιά μου πάλι αφού τα χάσει στην πόλη,χαρά
Πτώση από ένα βράχο στα βουνά,φόβος
Έχοντας μάχη με έναν σύντροφο της τάξης,οργή
Όταν το όχημα έσπασε το αυτοκίνητό μου,θλίψη
Λοξοτομήστε να έχετε αυτό το συναίσθημα,αηδία
Έχω μια δουλειά αμέσως μετά το τέλος του σχολείου,χαρά
Πηγαίνοντας στο σπίτι μόνος του μέσα στο δάσος μετά από μια συνάντηση συνοδοιπόρου οδηγού κοριτσιών,φόβος
Θυμάμαι όταν οι άνθρωποι δεν με πιστεύουν ή με παρεξηγούν,οργή
Κατά το θάνατο ενός στενού συγγενή,θλίψη
Αφού τιμωρήθηκα άδικα αισθάνομαι αηδία προς τον υπεύθυνο,αηδία
Έχοντας περάσει τις εξετάσεις που απαιτούνται για να είναι εξουσιοδοτημένος έμπορος RadioTV,χαρά
"Αναρρίχηση σε ένα βουνό όπου τα βράχια ήταν πολύ χαλαρά Όταν συνειδητοποιήσαμε τον κίνδυνο είμαστε πολύ ψηλά, αλλά είχαμε ακόμα μια μακρά αναρρίχηση",φόβος
Ως εκπρόσωπος της ένωσης έχω μπει σε μια διαμάχη με έναν συνάδελφό μου που ενεργούσε αποσπασματικά για μια σταθερή χρονική περίοδο,οργή
Όταν ο παππούς μου πέθανε με τον οποίο είχα πολύ στενή σχέση,θλίψη
Αναφορικά με τις εκτελέσεις και τις σφαγές που συνέβησαν κατά τη διάρκεια του Β &#39;Παγκοσμίου Πολέμου ένιωθα αηδία σε όσους το έκαναν,αηδία
Επιτυχία βοηθώντας τους άλλους,χαρά
Όταν συνειδητοποίησα ότι ζούμε με δανεισμένο χρόνο και ότι το πυρηνικό ολοκαύτωμα φαίνεται να πλησιάζει κάθε μέρα,φόβος
Όταν άλλοι με αφήνουν να μην μπορώ να διατηρήσω συμφωνίες,οργή
Θάνατος στη στενή οικογένεια,θλίψη
"Όταν οι άνθρωποι χειραγωγούν τους άλλους προβάλλοντας καλύτερα από ό, τι πραγματικά είναι",αηδία
"Έλαβα το μήνυμα ότι έγινα δεκτό στο σχολείο, όπου πραγματικά ήθελα να πάω",χαρά
Ήρθα σπίτι και ανακάλυψα ότι κάποιος είχε σπάσει. Τότε συνειδητοποίησα ότι πιθανότατα ήταν ακόμα εκεί,φόβος
Κατηγορήθηκα ότι έβαλα ένα μπουκάλι υγρό και έπειτα ξαναγεμίζω με νερό,οργή
Παίρνω ένα πακέτο από τους γονείς μου χωρίς ακόμη και ένα μικρό σημείωμα περικλείεται,θλίψη
Συζητώντας με τον πατέρα μου όταν έκανε ψευδείς ισχυρισμοί,αηδία
Κερδίζοντας τα τοπικά πρωταθλήματα ποδοσφαίρου φέτος ήταν μεγάλη χαρά,χαρά
Πριν από σημαντικά αθλητικά γεγονότα,φόβος
"Όταν συγκρουόμουν με το αυτοκίνητό μου, εγώ ο ίδιος φταίω",οργή
Δεν μπόρεσα να φτάσω σε έναν cross-country skiing αγώνα ο οποίος σκόπευα να κερδίσω,θλίψη
Λοξοτομήστε να θυμάστε οποιοδήποτε επεισόδιο αηδιασμού,αηδία
Να πάρει την κορυφαία τιμή στις πισίνες ποδοσφαίρου,χαρά
Απειλήθηκε με ένα μαχαίρι στο στρατό από τους στρατιώτες αποτελούν μια άλλη μονάδα Ο λόγος ήταν τα κορίτσια,φόβος
Όταν η μητέρα μου με φροντίζει ως παιδί ηλικίας ενός έτους,οργή
Γνωρίζοντας ότι ο θείος μου στην Αμερική είχε έναν όγκο στον εγκέφαλο,θλίψη
"Έξω από ένα νυχτερινό κέντρο, ένας ενήλικος άνδρας καθόταν πάνω από μια νεαρή γυναίκα που την χτυπούσε",αηδία
"Λαμβάνοντας στενούς φίλους στο εξωτερικό, τους οποίους δεν είχα δει εδώ και χρόνια",χαρά
Μοτοσικλέτα ατύχημα με δύο άτομα εμπλέκονται τρέχει από το δρόμο Σπάστε μόνο ένα χέρι,φόβος
Έχοντας συμφωνήσει να μοιραστεί τα έξοδα ταξί τρία άτομα στο πίσω μέρος του αυτοκινήτου έτρεξε μόλις αφήσει το πρόσωπο μπροστά με ολόκληρο το νομοσχέδιο,οργή
Θάνατος στενού φίλου,θλίψη
Λοξοτομήστε αυτά τα συναισθήματα τώρα,αηδία
Πώληση του μεταχειρισμένου αυτοκινήτου μου,χαρά
Σχεδόν συντρίβοντας το αυτοκίνητό μου κάτι που θα μπορούσε να οδηγήσει σε μεγάλα προβλήματα,φόβος
Συνειδητοποιώντας ότι ένας φίλος είχε μιλήσει για να υπογράψει μια συγκεκριμένη σύμβαση,οργή
Μιλώντας σε έναν συνταξιούχο και πικρό αστυνομικό για το δρόμο,θλίψη
Η εκδίκηση σαδίστρου ενός φοιτητή στις ΗΠΑ,αηδία
Κατάφερε να τρέξει το Km σε σκι αρκετά απλά,χαρά
Φοβάμαι ότι δεν θα έπιασα το τρένο όταν θα έβλεπα την αγαπημένη μου,φόβος
Λάβετε προσωπικές κριτικές νωρίς το πρωί,οργή
Δεν παίρνει δουλειά,θλίψη
Βλέποντας μια πορνογραφική ταινία όταν ψάχνετε για ένα μέρος για να ζήσετε,αηδία
Συνάντηση με τη σύζυγό μου μετά από νομικό διαχωρισμό,χαρά
Το σπίτι ήταν σε πυρκαγιά και σώθηκε από το σκυλί φοβάμαι ότι η φωτιά βρισκόταν στον πανικό,φόβος
Φυσική βία Ένας φίλος δεν θα με άκουγε Με προσπάθησα επανειλημμένα να τον προειδοποιήσω χωρίς αποτέλεσμα Αποτέλεσμα οκτώ άνθρωποι ήταν νευρικοί,οργή
Ο πατέρας μου πεθαίνει,θλίψη
Η κακομεταχείριση των παιδιών,αηδία
Σχετικά με την κοντινότερη οικογένειά μου,χαρά
Σκέψη του άγνωστου τι συμβαίνει τη στιγμή του θανάτου κλπ,φόβος
"Στην κυκλοφορία συχνά θυμώνω σχετικά με άλλους οδηγούς Αρκετές παραβιάσεις με κάνουν να τρελαίνω, ειδικά επειδή δεν έδωσα προτεραιότητα στην κυκλοφορία π.χ. έρχομαι από τη δεξιά",οργή
"Χάνοντας στενούς ανθρώπους και ζώα Μέχρι στιγμής, αισθάνθηκα περισσότερο όταν χάσαμε το σκυλί μας σε τροχαίο ατύχημα",θλίψη
Αισθάνομαι αηδία σε όσους ευθύνονται για το θάνατο των άλλων,αηδία
Όταν υπογράφηκε η σύμβαση για το κατάστημά μου,χαρά
Να είστε πολύ κοντά στο να έχετε ένα αυτοκινητιστικό ατύχημα σχεδόν να απομακρυνθείτε από το δρόμο,φόβος
Έχοντας πάει στο σχολείο χωρίς να μαθαίνει κάτι όπως συνήθως,οργή
Το sweateart μου ήταν μακριά σε ένα ταξίδι και έπειτα είχε προβλήματα,θλίψη
Υπερβολική κατανάλωση ενός παραδοσιακού τύπου πουτίγκα αίματος,αηδία
Λαμβάνοντας ένα γράμμα από ένα κορίτσι που σημαίνει πολλά για μένα συναισθηματικά,χαρά
Είναι κοντά στο πνιγμό,φόβος
Είναι συκοφαντημένοι από φίλους,οργή
Αγάπη προβλήματα,θλίψη
Δεν ισχύει,αηδία
Κέρδισα το πρωτάθλημα σκι,χαρά
Φοβόμουν στο σκοτάδι όταν ήμουν μικρός,φόβος
Θυμωμένος όταν η ομάδα μας μικρά αγόρια έχασε τον τελικό του πρωταθλήματος ποδοσφαίρου του νομού,οργή
Ο θάνατος των παππούδων μου,θλίψη
Ένας δάσκαλος μου έδωσε χαμηλότερους βαθμούς από όσο είχα δικαίωμα και ελπίζω,αηδία
Όταν η τράπεζα με επιτρέψει να δανειστώ κάποια χρήματα αυτό το χειμώνα μετά την εξόφλησή μου,χαρά
Μόλις σταμάτησα από την αστυνομία στην Ισπανία όταν είχα κάποιες χλόες στον καπνό μου,φόβος
Ο πατέρας μου κατηγόρησε τον αδελφό μου ότι είχε χτυπήσει το αυτοκίνητό του και ήταν λάθος,οργή
Όταν μια φίλη με άφησε,θλίψη
Όταν ένας φίλος έριξε έναν βάτραχο κάτω από το λαιμό μου και δεν ήξερα τι ήταν,αηδία
Είμαι δάσκαλος του σχολείου Σε μια συνεδρίαση γονέων του δασκάλου έλαβα πολύ θετική ανατροφοδότηση για το έργο μου τόσο από τους γονείς όσο και από τους μαθητές,χαρά
"Ως παιδί, όταν βρισκόμουν μόνος στο σπίτι, αισθάνθηκα απεριόριστα φοβισμένος από το θάνατο του πατέρα μου και της μητέρας μου",φόβος
Είχα μια συζήτηση με τη μητέρα μου σχετικά με τα διαζύγια μου αδελφές διαφωνήσαμε έντονα,οργή
Ως έφηβος ήμουν στην κηδεία του παππού μου Ήταν περισσότερο οι τελετές που πραγματοποιήθηκαν στην εκκλησία και δεν ήταν πραγματικά ο θάνατος του παππού μου που με έκανε λυπημένος,θλίψη
Είχα μια συζήτηση με τη γυναίκα μου για μια υπερβολική γνωριμία μας για τις διατροφικές της συνήθειες και τις ουλές που προκάλεσε η εγκυμοσύνη της,αηδία
Ένα επιτυχημένο μάθημα,χαρά
Σκεφτόμουν τον θάνατο,φόβος
Μια σύγκρουση με έναν μαθητή,οργή
Όταν μένω μόνο στο σπίτι,θλίψη
Σάββατο βράδυ ένα λεωφορείο γεμάτο με μεθυσμένους ανθρώπους,αηδία
"Όταν ήμουν σε οικονομική κρίση, πήρα ένα απροσδόκητο χρηματικό ποσό",χαρά
Στο σκοτάδι μια εξωπραγματική μορφή που σχηματίζεται από μια σκιά,φόβος
"Όταν αντιμετωπίσαμε άδικα, ανεξάρτητα από τα κίνητρα ή τις πράξεις μου",οργή
Όταν διαπίστωσα προφανή σημάδια γήρατος με αρνητική έννοια σε έναν στενό συγγενή μου,θλίψη
"Ως παιδί, όταν είδα ένα αναισθητικό θέαμα",αηδία
"Ήμουν σπίτι από μια εξέταση και υποθέτω ότι είχα περάσει, έτσι έτρεξα σε ένα εστιατόριο για μια μπύρα",χαρά
Είχα πίνοντας με έναν φίλο και αργότερα το ρολόι είχε μια ημερομηνία με την αρραβωνιαστικιά μου Ήμασταν σε ένα ισπανικό μάθημα και φοβόμουν ότι θα μυρίζει ότι έπινα,φόβος
Η αρραβωνιαστικιά μου και εγώ βρισκόμασταν στο σπίτι των γονιών μου βλέποντας τηλεόραση Υπήρχαν μόνο δύο τηλεοπτικές καρέκλες και καθόμασταν πάνω τους όταν μπήκε ο μεθυσμένος αδελφός μου και κυνηγούσε οργισμένα την αρραβωνιαστικιά μου από την καρέκλα που καθόταν,οργή
Είχα πιάσει μερικές μπύρες και η αρραβωνιαστικιά μου με θυμώνει,θλίψη
Βρισκόμασταν σε ένα μπαρ χάμπουργκερ και ένας άνθρωπος σε ένα τραπέζι πλησίον άρχισε να βήχει και να φτύσει στο πιάτο του,αηδία
Χορεύοντας σε εστιατόριο την περασμένη εβδομάδα,χαρά
"Ήμουν στο Inter Rail στη Νάπολη και μόνο Μετά από ένα βράδυ σε ένα εστιατόριο ήμουν πίσω στο ξενοδοχείο, όταν μια πόρνη με πλησίασε για να πουλήσει τον εαυτό μου αρνήθηκε, αλλά καθώς έφερα με τα πόδια ένιωθα ότι ήμουν ακολουθούμενος από κάποιον",φόβος
Όταν ένα κορίτσι με άφησε,οργή
Ήμουν στο δρόμο μου πίσω από το Inter Rail επί του πλοίου από τη Στοκχόλμη όταν ο πατέρας μου με τηλεφώνησε την ώρα για να μου πει ότι ο θείος μου είχε πεθάνει και ότι θα τον έβλεπα στο τελευταίο ταξίδι του μέσα σε τέσσερις ημέρες,θλίψη
Στο Reperbahn σε ένα εστιατόριο ένας γοητευτικός παλιός πωλητής ήρθε να ικετεύσει ένα ποτό για τον εαυτό της,αηδία
Η φίλη μου μου έδωσε κάποια ανατροφοδότηση και κατάλαβα ότι σήμαινε ότι η σχέση μας επρόκειτο να γίνει ακόμα πιο κοντά,χαρά
Στους οδοντιάτρους που περιμένουν να έρθω η σειρά μου,φόβος
"Ενώ στο στρατό μου αντιμετώπιζαν αδίκως οι ανώτεροι μου, θεωρήθηκα υπεύθυνος για ένα πράμα του οποίου ήμουν αθώος",οργή
Όταν ήξερα ότι η γιαγιά μου είχε πεθάνει Ήταν πολύ κοντά μου,θλίψη
Στον στρατό ένας γνωστός μου είχε την τάση να χρησιμοποιεί τη θέση του για να προωθήσει τα συμφέροντά του,αηδία
Όταν κοιτάω τους ανθρώπους γύρω και γνωρίζω ότι οι άνθρωποι που είναι ηλίθιοι φαίνονται χαζό,χαρά
Όταν είδα ρωσική ρουλέτα στην τηλεόραση προφανώς η ταινία κυνηγός ελαφιών,φόβος
Όταν οι ηλίθιοι άνθρωποι με ωθούν κατά τη διάρκεια της βιασύνης στην πόλη,οργή
Λάθος κάνει ένα θλιβερό,θλίψη
Όταν είδα εκατοντάδες φίδια που στρέφονται το ένα πάνω από το άλλο σε μια ταινία,αηδία
Είναι κοντά σε άλλο άτομο,χαρά
Αβεβαιότητα σχετικά με τις ικανότητές μου σε μια εξέταση,φόβος
Μια άδικη τιμωρία,οργή
Η μοναξιά είναι αβέβαιη για τον εαυτό μου το φθινόπωρο,θλίψη
Ένας πλούσιος άνθρωπος που εκφράζει την αηδία προς έναν αλκοολικό,αηδία
Πήγα σε γιατρό με καταγγελία Ο γιατρός μου είπε ότι ήμουν εντελώς υγιής,χαρά
"Ο πατέρας μου ήταν μακριά από το σπίτι και δεν επέστρεψε όταν περίμενε ότι επέστρεψε αρκετές ώρες αργότερα από ό, τι περίμενε",φόβος
"Είχα μια σιωπηρή συμφωνία με την αδελφή μου για τη συνάντησή της, ωστόσο δεν είχε καταλάβει την κατάσταση με τον ίδιο τρόπο, έτσι δεν εμφανίστηκε",οργή
Συνειδητοποίησα ότι το κορίτσι που αγαπούσα έπρεπε να με αφήσει,θλίψη
Στο λεωφορείο καθόμουν δίπλα σε ένα κολέγιο που ήταν μεθυσμένος και συμπεριφερόταν σύμφωνα με το κράτος του,αηδία
Όταν έλαβα απροσδόκητα χαιρετισμούς γενεθλίων από ένα πρόσωπο που μου αρέσει,χαρά
Επέστρεψα σπίτι αργά από ένα πάρτι χθες το βράδυ και ένιωσα φοβισμένος προσπαθώντας να προβλέψω την αντίδραση του πατέρα μου,φόβος
Όταν έμαθα ότι ο αδερφός μου είχε χαλάσει ένα LP μου,οργή
Όταν ήξερα ότι μια κοπέλα που μου άρεσε είχε ήδη έναν φίλο,θλίψη
Μια πολύ πρόθυμη προσέγγιση από έναν βρώμικο μεθυσμένο άτομο σε ένα λεωφορείο,αηδία
Πυροβόλησα τον αποφασιστικό στόχο σε έναν αγώνα παγοθρασύνης,χαρά
Όταν χάθηκα στη Νέα Υόρκη μια νύχτα αργά το βράδυ με έναν φίλο μου,φόβος
